CD4	CD8	Erythrocyte	Macrophage	memory_B_cell	Monocyte	naive_B_cell	Neutrophil	NK_cell	Plasmocyte	Platelet
HSPA1A	0.27296402	0.18685613	0.06590996	0.38934426	0.12412178	1.29837564	0.04198303	2.01064333	0.13704559	0.38114754	0.07531381
HSPA5	17.7556818	20.2234458	0.1512781	0.3155738	2.1686183	2.6388734	1.6694953	0.4639309	4.4601847	50.1844262	0.8075314
HTRA1	0.0011837121	0.0031971581	0.0030522701	0.0471311475	0.0023419204	0.4544500031	0.0017865118	0.0004730369	0.0060588575	0.0102459016	0.0041841004
ICOS	2.9069602273	0.6639431616	0.0016215185	0.0020491803	0	0.0016058304	0.0013398839	0.0008278146	0.0046162724	0.0040983607	0.0041841004
IFI30	0.012547348	0.027353464	0.008775277	2.06147541	1.862997658	4.364894077	0.360875391	0.242549669	0.030294287	0.471311475	0.0041841
IFITM1	142.62215909	51.11083481	0.03243037	0.33811475	3.42388759	0.42412451	5.91916034	4.3109035	21.46682054	0.2807377	39.38075314
IFITM3	1.6304451	0.9069272	0.2035483	8.329918	0.3044496	6.4873695	0.2094685	10.611755	1.0098096	0.5184426	111.4686192
IFNG	0.1484375	1.3097690941	0.0021938192	0	0.3583138173	0.001482305	0.0384100045	0.0007095553	0.9013271783	0.0266393443	0.0041841004
IGHA1	0.3285985	0.7236234	1.7564861	0	15.5925059	0.5905132	0.9352389	0.5057947	0.7683208	1051.3053279	0.832636
IGHA2	0.010416667	0.019893428	0.052079359	0	1.637002342	0.017417084	0.079053149	0.009815516	0.031448355	36.194672131	0.046025105
IGHD	0.022017045	0.024511545	0.030045784	0.010245902	13.588992974	0.026125625	20.281375614	0.005912961	0.049913445	13.731557377	0.033472803
IGHG1	0.03267045	0.04547069	0.13725677	0	4.48711944	0.06596257	0.13354176	0.03547777	0.05510675	114.58401639	0.0125523
IGHG2	0.008049242	0.01598579	0.122663106	0.00204918	9.550351288	0.011796677	0.144260831	0.01833018	0.021638777	77.206967213	0.016736402
IGHG3	0.01988636	0.04049734	0.07640214	0	3.0058548	0.04527206	0.26797678	0.01679281	0.04875938	68.06557377	0.0251046
IGHG4	0.01302083	0.02273535	0.06619611	0	0.69906323	0.02939905	0.04734256	0.01726585	0.03635314	42.86680328	0.0125523
IGKC	0.563447	0.9829485	2.074208	0.006147541	269.055	0.8204558	103.9442	0.7587512	1.11281	2090.73	0.6485356
IGLC2	0.1917614	0.2998224	1.0396795	0	69.2388759	0.4522883	32.0987048	0.2989593	0.4434507	1002.9487705	0.2635983
IGLV2.14	3.007339015	4.495914742	0.007153758	0	11.038641686	0.001482305	3.499330058	0.004493851	0.43508367	57.110655738	0.008368201
IL1R2	0.1863163	0.3129663	0.2240557	1.0020492	0.2693208	11.5654994	0.1170165	15.2142857	0.4226774	1.3790984	0.7447699
IL23A	1.9443655303	1.2142095915	0.0003815338	0.0081967213	0.7388758782	0.0192082021	0.3715944618	0.0002365184	0.0008655511	0.0389344262	0
IL27RA	5.074573864	0.831971581	0.008012209	0.206967213	0.831381733	0.719782595	0.316659223	0.009697256	0.499134449	0.758196721	0.062761506
IL2RA	7.650094697	0.4255772647	0.0016215185	0.0020491803	0.6861826698	0.0023469829	0.0196516302	0.0005912961	0.1682054241	0.012295082	0
IL2RB	2.85842803	4.203907638	0.0144029	0	0.015222482	0.011302576	0.006252791	0.001182592	6.482400462	0.354508197	0.008368201
IL32	138.26065341	48.24227353	0.04845479	0.04918033	0.04566745	0.10820826	0.04332291	0.02034059	10.1457011	0.32172131	0.041841
IL4R	2.67140152	0.92646536	0.02184281	0.13319672	7.24004684	0.89617689	10.27646271	1.24538789	0.34766301	0.14959016	0.07531381
IL7R	164.46567235	26.92930728	0.03347959	0.02459016	0.26346604	0.05824223	1.5176418	0.01206244	5.73658396	0.21721311	0.0125523
ILF3.DT	6.62381629	4.07353464	0.48607402	0.1454918	3.59367681	0.52047434	1.43054935	0.04008988	1.28245817	1.0204918	1.79079498
INSR	0.081676136	0.013499112	0.005723006	0.147540984	0.218969555	0.915261565	0.081732916	0.156929991	0.011252164	0.338114754	0.142259414
IQSEC3	0.0026041667	0.0138543517	0.0003815338	0	0	0.0001235254	0	0	0.0115406809	0.0040983607	0
IRAG1	0.003314394	0.002131439	0.002861503	0.06557377	0.045667447	0.192452597	0.247431889	0.19820246	0.007501443	0.014344262	0.242677824
IRAG2	6.413589	1.0500888	0.0189813	0.170082	8.9543326	1.2984374	4.7244305	0.4354305	1.4798038	3.6598361	0.3807531
IRF8	0.028172348	0.221314387	0.018695155	0.391393443	36.276346604	3.989129763	35.200089326	0.009815516	0.987593768	0.272540984	0.025104603
ISCU	34.6058239	7.2358792	14.9723388	0.3934426	21.2025761	2.1806559	10.2161679	0.2826395	3.4192152	5.897541	75.58159
ITGA4	28.54474432	8.79857904	0.04654712	0.63934426	8.22482436	2.20980792	4.58776239	0.03926206	4.67195615	6.96516393	0.06276151
ITK	15.381392045	3.184724689	0.006676841	0.004098361	0.015222482	0.009882033	0.004912908	0.002719962	1.162435084	0.038934426	0.016736402
ITM2A	37.806107955	9.653285968	0.010778329	0.008196721	3.336065574	0.020011117	0.297454221	0.004493851	1.881708021	0.961065574	0.476987448
ITM2C	2.185842803	0.047957371	0.010492179	0.004098361	1.62412178	0.021369897	0.594461813	0.006859035	0.016733987	12.354508197	0.079497908
ITPR1	4.57836174	1.07531083	0.01144601	0.16393443	10.38875878	1.00753505	4.6453774	0.06504257	1.02827467	0.44877049	1.89958159
JAKMIP1	1.1112689394	0.4618117229	0.0004769172	0	0.0023419204	0.0008029152	0.000446628	0.0002365184	0.1693594922	0.018442623	0
JCHAIN	0.04356061	0.06820604	0.15394887	0	33.98711944	0.05953925	12.24385887	0.07060076	0.08453549	230.00204918	0.30962343
JDP2	0.01775568	0.0365897	0.02623045	0.30327869	0.14519906	3.96837749	0.0334971	0.38942763	0.06376226	0.2704918	0.041841
JMJD1C	5.328125	2.26714032	0.04797787	0.32581967	8.80679157	4.47026126	3.70031264	0.78985336	1.23687248	1.3647541	0.29288703
JUN	5.56321023	9.33960924	0.11550935	0.07377049	10.22014052	2.04817491	5.44394819	0.1276017	12.3000577	8.19467213	0.09205021
JUND	7.5587121	6.7964476	2.4396223	0.6290984	14.3618267	8.4805756	11.1531934	2.3030984	6.3854587	5.6782787	0.9623431
KCNE1	0.008285985	0.011012433	0.005055322	0.092213115	0.00234192	0.530294608	0.00446628	0.327459792	0.017022504	0.038934426	0.020920502
KCNN4	1.787405303	0.098756661	0.006867608	0.06352459	0.725995316	0.244271509	0.376507369	0.001182592	0.246682054	0.805327869	0.050209205
KIR2DL1	0	0.008880995	9.538344e-05	0	0	0	0	0	0.5075014	0	0
KIR2DL4	0	0.07033748	0	0	0	0.00660861	0	0	0.64512406	0	0.0041841
KLHDC4	5.5	2.228419183	0.008775277	0.06557377	0.536299766	0.278920388	0.472532381	0.005794702	1.987016734	1.05942623	0.020920502
KLRA1P	0.2128314394	0.0497335702	0	0.0020491803	0.0105386417	0.0248286085	0.0187583743	0.0002365184	0.0069244085	0.012295082	0
KLRC1	0.1758996212	0.5758436945	0.004101488	0	0.0023419204	0.0038910506	0.0013398839	0.0008278146	8.2668782458	0.0409836066	0.0251046025
KLRC4	0.5291193182	0.5037300178	0.0001907669	0	0	0.0007411525	0	0	0.1837853433	0.0040983607	0
KLRD1	1.98674242	18.67921847	0.03424266	0	0.03278689	0.03866346	0.02679768	0.01076159	16.14512406	0.20696721	0.06694561
KLRF1	0.007102273	4.060035524	0.016024418	0	0.007025761	0.018158236	0.018311746	0.002010407	10.774668205	0.092213115	0.016736402
KLRK1.AS1	0.0369318182	0.523268206	0	0	0	0.0016675931	0.0022331398	0.0008278146	0.0372186959	0.0040983607	0
KMT2E.AS1	1.10677083	0.53818828	0.01487982	0.06967213	1.16978923	0.28268791	0.67083519	0.11459319	0.5525101	0.67418033	0.09205021
KRTCAP2	7.14985795	3.93641208	0.02479969	0.87704918	3.72482436	1.2542153	3.65922287	0.11518448	1.4474899	6.0307377	0.53974895
KYNU	0.007102273	0.008880995	0.003910721	0.274590164	3.072599532	1.435612377	2.739169272	0.010525071	0.019619158	0.159836066	0.012552301
LAG3	0.8607954545	0.2667850799	0.0011446013	0.0020491803	0	0.0011117287	0.000446628	0.0004730369	0.2091748413	0.0102459016	0.0125523013
LAT2	0.13091856	1.26856128	0.02928272	0.4057377	13.28688525	2.0899265	7.20232247	0.67395932	2.56635892	0.89139344	0.22175732
LCK	90.243371212	34.785079929	0.019648989	0.008196721	0.090163934	0.019702304	1.080839661	0.002601703	8.24321985	0.102459016	0.020920502
LDHB	131.1328125	16.19218472	0.04788249	0.29303279	15.6381733	2.20937558	7.76105404	0.01714759	2.19532602	10.14344262	30.38912134
LDLRAD3	0.002130682	0.004973357	0.002670736	0.102459016	0.004683841	0.417577667	0.020991514	0.02897351	0.006347374	0.012295082	0.016736402
LEF1	32.13186553	0.640852575	0.006486074	0.008196721	0.009367681	0.007102711	0.055828495	0.001419111	0.452683208	0.161885246	0
LGALS1	16.2753314	8.835524	0.241797	9.897541	9.6697892	30.397196	0.5582849	1.0729659	2.6384882	20.7745902	1.5439331
LGALS3	5.38825758	1.82841918	7.92779473	2.93647541	1.61007026	8.08912359	0.02947745	0.91130558	1.12290825	1.9897541	0.19246862
LGALS9C	0.0018939394	0.0039076377	0.0001907669	0.0020491803	0	0.0104996603	0.000446628	0.0160832545	0.0331794576	0	0
LGR6	0.0163352273	0.1527531083	0.0001907669	0	0	0.0011734914	0.000446628	0.0001182592	0.0530871321	0	0
LILRA2	0.01751894	0.02699822	0.01974437	0.61885246	0.01639344	1.42875672	0.02947745	0.8532403	0.04558569	0.1045082	0.05020921
LILRA5	0.02793561	0.03872114	0.03233499	1.8647541	0.0234192	2.28182324	0.01741849	1.41307947	0.05654934	0.14344262	0.05020921
LILRB2	0.0234375	0.03978686	0.02670736	1.94672131	0.05386417	3.66580199	0.02769093	0.53122044	0.06203116	0.08401639	0.0460251
LILRB3	0.04308712	0.06536412	0.03138115	0.71311475	0.04449649	2.63615589	0.02009826	2.33881268	0.08020773	0.23565574	0.06694561
LIM2	0.0007102273	0.2412078153	0.0003815338	0	0	0.0003088135	0.000446628	0	0.1442585113	0.006147541	0
LIMK1	0.16500947	0.27566607	0.0477871	0.06352459	0.28103044	0.37724662	0.54756588	0.07071902	0.15897288	0.50204918	0.06694561
LINC00239	0.701467803	1.1978685613	0.0002861503	0	0.0011709602	0.0036439998	0.0013398839	0.0086329234	0.1950375072	0.0020491803	0
LINC00278	0.001657197	0.002841918	0.001526135	0	0.035128806	0.025260947	0.007146047	0.017857143	0.009809579	0	0.0041841
LINC00299	0.0132575758	0.1637655417	0.0002861503	0.0020491803	0.0011709602	0.0087703045	0.000446628	0.0007095553	0.8655510675	0.0020491803	0.0041841004
LINC00402	1.3982007576	0.0404973357	0.000858451	0.0020491803	0	0.1836205299	0.0008932559	0.0001182592	0.0020196192	0.0040983607	0
LINC00649	4.1543560606	1.5023090586	0.0009538344	0.006147541	0.0245901639	0.0129701686	0.0080393033	0.0011825922	0.2253317946	0.1086065574	0.0041841004
LINC00665	0.420217803	0.022735346	0.001049218	0.004098361	1.196721311	0.006485084	0.445734703	0.001300851	0.148586267	0.120901639	0.008368201
LINC00869	1.827888258	1.469271758	0.004959939	0.06352459	1.254098361	0.151874498	0.161679321	0.087511826	0.834391229	0.047131148	0.046025105
LINC00926	0.14938447	0.022024867	0.012113697	0.024590164	27.900468384	0.076462232	17.178651184	0.002483444	0.038084247	0.194672131	0.008368201
LINC00944	1.809896	1.971581	9.538344e-05	0	0.6569087	0.001791119	0.002679768	0.0003547777	0.1035776	0.04098361	0
LINC00987	0.4895833333	0.3076376554	0.000858451	0.0020491803	0.0046838407	0.0023469829	0.0031263957	0.0003547777	0.115983843	0.0081967213	0.0125523013
LINC00996	0.001420455	0.007815275	9.538344e-05	0	0.1662763	0.0006793898	0.004912908	0	0.0253895	0.008196721	0
LINC01473	0.8873106061	0.036589698	0.0001907669	0.0020491803	0.056206089	0.0085850164	0.0263510496	0.0005912961	0.0066358915	0.0245901639	0.0041841004
LINC01503	0.002604167	0.003552398	0.001716902	0.096311475	0	0.688963004	0.001339884	0.012417219	0.003462204	0.010245902	0
LINC01505	0	0.004618117	0	0	0	0.00957322	0	0	0.0135603	0.00204918	0
LINC01550	5.803977273	0.511190053	0.002575353	0.00204918	0.009367681	0.006052745	0.006252791	0.002010407	0.331217542	0.006147541	0
LINC01781	0.0037878788	0.0053285968	0.0020030523	0	7.6955503513	0.0040763387	0.8485931219	0.0004730369	0.0034622043	0.9036885246	0
LINC02050	0.001183712	0.002131439	9.538344e-05	0	0.00117096	0.002841085	0	0.0001182592	0.1341604	0.00204918	0.0209205
LINC02446	1.1955492424	1.3442273535	0.0009538344	0	0	0.0005558644	0.0035730237	0.0001182592	0.0121177149	0.0040983607	0
LIPA	3.94673295	1.74635879	0.02804273	0.66598361	1.97306792	2.14847755	1.56632425	0.02010407	1.1915753	0.29918033	35.46443515
LIPC	0.0951704545	0.0479573712	0.3638878291	0	0	0.0324254215	0.0008932559	0.0009460738	0.0190421235	0.0020491803	0.0334728033
LL22NC03.24A12.9	0.3039772727	0.014920071	0	0	0.0011709602	0.0001852881	0	0.0001182592	0.0025966532	0	0
LLGL2	1.028645833	2.00035524	0.004769172	0.020491803	0.703747073	0.060342165	0.08530594	0.001655629	1.71609925	0.471311475	0.025104603
LMO2	0.01846591	0.02131439	0.25162152	0.30532787	0.09250585	2.85609289	0.29254131	0.16556291	0.03750721	0.0942623	0.38493724
LPCAT2	0.01254735	0.02309059	0.01077833	0.1557377	0.01405152	1.07541227	0.01071907	0.85619678	0.03231391	0.04508197	0.0251046
LPP	1.2447917	1.9275311	0.4822587	0.1331967	6.9859485	1.2401952	1.118803	0.2781457	1.1881131	0.2581967	53.7949791
LRG1	0.016808712	0.01634103	0.015547501	0.030737705	0.017564403	0.242603916	0.009379187	1.453405866	0.030871321	0.081967213	0.025104603
LRP1	0.02982955	0.13108348	0.0270889	0.94262295	0.76112412	4.65851399	0.01563198	0.234035	0.04789383	0.12295082	0.0334728
LRRC25	0.015625	0.02664298	0.01707364	0.65368852	0.05269321	2.46599963	0.02411791	0.57485809	0.05452972	0.09631148	0.0167364
LRRK1	0.002367424	0.003197158	0.005341473	0.110655738	0.6264637	0.542400099	0.314426083	0.069536424	0.009809579	0.670081967	0.087866109
LSR	1.9114583333	0.351687389	0.0017169019	0.0020491803	0.2880562061	0.0127848805	0.0701205895	0.0009460738	0.0242354299	0.6209016393	0.0669456067
LST1	2.149858	0.260746	0.1438382	5.4733607	0.2224824	12.6229387	0.4953104	3.3925024	0.3840162	0.6987705	0.5188285
LTB	38.20809659	1.90337478	0.04702404	0.09221311	19.60655738	0.30405781	12.01741849	1.08325449	0.35603001	0.24590164	0.06694561
LY6E	7.186316288	3.2330373	0.051316291	0.430327869	4.00117096	0.484157865	1.35238946	0.007095553	2.952971725	4.18647541	1.581589958
LY86	0.08309659	0.02060391	0.0155475	0.72745902	18.6498829	2.18948799	4.95221081	0.01359981	0.31073283	0.10655738	0.0209205
LY96	1.82054924	0.04049734	0.01468905	0.35860656	0.58430913	1.41621889	0.04734256	0.94903027	0.03491056	0.44672131	0.0292887
LYN	0.19886364	0.51971581	0.06924838	0.71516393	7.8735363	4.50138966	4.13086199	2.8378666	1.37939988	1.86270492	18.50209205
LYZ	0.5925663	1.2841918	0.7081267	20.2397541	0.7798595	129.3242542	0.5609647	3.5072138	1.9636469	3.7766393	6.6359833
MAGI3	0.1418087121	0.0497335702	0.0001907669	0.0040983607	0.0093676815	0.0263726762	0.000446628	0.0042573321	0.0031736872	0.3278688525	0.0041841004
MAL	33.197679924	0.894138544	6.353300267	0.004098361	0.021077283	0.012290779	0.006699419	0.001773888	0.015868436	0.036885246	0
MAN1C1	1.1238162879	0.0486678508	0.0004769172	0.0163934426	0.0058548009	0.076276944	0.0026797678	0.0008278146	0.0311598384	0.0102459016	0.0083682008
MARCHF1	0.16903409	0.04689165	0.02298741	0.87704918	7.50234192	5.97671546	8.19562305	0.04044465	0.0796307	0.20491803	0.0334728
MARCHF2	6.1858428	2.0436945	4.7112743	0.1864754	0.6276347	2.2414922	0.2099151	0.1995033	0.3678592	0.3790984	266.2635983
MARCKS	0.02083333	0.03232682	0.02680275	0.37295082	3.02224824	1.92884936	0.73112997	2.26454588	0.05106751	1.65983607	0.10878661
MATK	1.212831439	1.972646536	0.020316673	0.004098361	0.023419204	0.01278488	0.143814203	0.004139073	3.574725909	0.084016393	0.09623431
MBD2	4.8705019	0.6039076	0.2928272	0.3709016	0.9039813	3.8010006	0.8820902	0.6394276	0.3724755	3.7868852	0.2008368
MCC	0.1664299242	0.0806394316	0.0001907669	0	0.0807962529	0.1173491446	0.0066994194	0.002128666	0.0106751298	0.0983606557	0
MCOLN2	0.571969697	1.4422735346	0.0004769172	0.0020491803	1.275175644	0.0079673893	0.0174184904	0.0005912961	0.0118291979	0.0286885246	0.0041841004
MCUB	45.633996212	5.539609236	0.014116749	0.456967213	6.844262295	1.370823297	9.356409111	0.004848628	2.867570687	1.448770492	0.020920502
MED10	16.70975379	7.59431616	0.02699351	0.2192623	15.3969555	1.15181274	4.47699866	0.05889309	3.83467975	2.16803279	0.26359833
MEF2C	0.02035985	0.04511545	0.02050744	0.65163934	10.55620609	2.15570379	6.49307727	0.04115421	0.12665897	5.56147541	1.43933054
MEFV	0.014441288	0.01669627	0.024513544	0.18442623	0.012880562	1.365079365	0.008932559	0.498107852	0.027986151	0.055327869	0.025104603
METRN	0.135653409	0.215630551	0.028710416	0.00204918	0.104215457	0.051015997	0.059401519	0.001655629	0.189844201	0.276639344	0.050209205
METRNL	0.13139205	0.61101243	0.02060282	0.17622951	0.58899297	1.56309061	0.05493524	0.2038789	1.06087709	0.37090164	0.0209205
MGAM	0.037405303	0.138898757	0.020030523	0.008196721	0.022248244	0.097893892	0.011612327	2.16922895	0.290536642	0.108606557	0.071129707
MGARP	0.1257102273	0.0007104796	0	0	0.0011709602	0.0006176271	0.0013398839	0	0.0043277553	0.0020491803	0.0083682008
MGAT1	4.71946023	1.45790409	0.03395651	0.99590164	1.40398126	5.34383299	1.36802144	0.51821192	1.23918061	2.86680328	19.79916318
MGAT4A	9.30066288	5.2731794	0.01812285	0.1147541	0.85714286	0.44852078	0.34836981	0.14664144	2.70888632	0.57172131	0.0251046
MGAT5	1.147964015	0.209236234	0.008489126	0.016393443	3.166276347	0.118584399	1.206788745	0.042218543	0.105308713	0.239754098	0.179916318
MHENCR	3.57054924	0.40390764	0.01077833	0.15163934	2.78805621	0.62250633	3.31889236	0.06255913	0.46768609	0.40778689	0.041841
MIB2	0.7327178	0.78081705	0.01344907	0.06352459	0.70374707	0.27725279	0.75212148	0.03583254	0.67426428	0.31557377	0.05020921
MILR1	0.004498106	0.004618117	0.002670736	0.104508197	0.176814988	0.558026064	1.613220188	0.043401135	0.006924409	0.022540984	0.025104603
MIR181A2HG	0.0018939394	0.065008881	0.0004769172	0	0	0.0022234575	0.0044662796	0.0001182592	0.0839584535	0	0
MIR23AHG	1.33025568	3.3374778	0.131343	0.10860656	1.25761124	4.95546909	0.36712818	0.78547777	2.79284478	0.42418033	0.08786611
MLC1	0.121922348	0.288454707	0.007249142	0.010245902	0.004683841	0.036934099	0.082626172	0.011116367	0.545297173	0.024590164	10.30125523
MMP9	0.08191288	0.16198934	0.10034338	0.0102459	0.08782201	0.15848311	0.05136222	6.92596973	0.16416619	0.39139344	0.36820084
MNDA	0.2147254	0.3737123	0.1765548	3.6045082	2.2213115	18.6160212	0.2054489	13.3919111	0.5871321	1.1045082	0.4769874
MPRIP	4.20549242	0.83943162	0.01879054	0.0942623	1.264637	0.61620653	0.65163019	0.02211447	0.59434507	1.04098361	16.92468619
MRPS15	5.74289773	2.61811723	0.03758108	0.31352459	2.09836066	1.09017355	1.73291648	0.03524125	0.94460473	4.55532787	0.16317992
MS4A1	0.1910511	0.6373002	0.01640595	0.01639344	124.8091	0.04879254	79.10004	0.002010407	0.2989036	0.170082	0.008368201
MS4A6A	0.12807765	0.11225577	0.08460511	4.69057377	0.05971897	16.57902538	0.05850826	0.9327105	0.19186382	0.35860656	0.14644351
MS4A7	0.01444129	0.02060391	0.01030141	1.45286885	0.56908665	6.20369341	0.09557838	0.20080416	0.04356607	0.08196721	0.0125523
MSC.AS1	1.549005682	0.087744227	0.001239985	0	0.004683841	0.006423322	0.000446628	0.002365184	0.001154068	0.05942623	6.255230126
MT.ATP8	21.592803	8.0642984	0.2670736	2.0860656	15.8149883	4.3912668	8.1004913	0.4289262	3.119446	9.5286885	19.6820084
MT.TP	45.25071023	3.91758437	0.39927509	0.00204918	20.23419204	1.89580631	14.34256364	0.79706717	3.17657242	0.88729508	2.13807531
MT1E	1.002604167	0.368738899	0.001621519	0.135245902	0.011709602	0.781298252	0.00223314	0.001064333	0.04847086	0.137295082	0.020920502
MT2A	7.3776042	4.4650089	1.1803701	2.2295082	0.9086651	9.5420913	0.2612774	0.1004021	2.9648009	0.8422131	0.4058577
MTARC1	0.00875947	0.02095915	0.012686	0.19262295	0.0117096	1.28781422	0.01205895	0.62618259	0.03000577	0.06557377	0.0292887
MTCO1P12	2.12949811	1.07566607	0.06476536	0.03278689	1.06323185	1.22580446	0.58240286	0.01028855	0.48557415	0.18032787	9.88702929
MTND1P23	3.74408144	1.6053286	0.02680275	1.73155738	1.73770492	7.95287505	2.14158106	0.02353359	0.80236584	0.40163934	0.87029289
MTSS1	1.92376894	2.93285968	0.03872568	0.88114754	12.29156909	6.92921994	9.17954444	0.26348155	1.94662435	0.11270492	9.83263598
MTURN	0.4938447	0.62024867	0.99360931	0.0204918	0.16159251	0.36606757	0.13934792	0.09082308	0.25043278	0.18647541	98.07112971
MXD4	2.29142992	1.38401421	0.99408623	0.18442623	1.53512881	1.54974986	0.34836981	0.04517502	0.76399308	2.12704918	0.10460251
MXI1	2.50994318	0.64227353	21.46489889	0.09016393	1.55737705	0.84423445	1.35953551	0.15421003	0.52798615	0.45696721	0.10041841
MYB	1.422585227	0.029484902	0.003529187	0.004098361	0.005854801	0.017231795	0.001339884	0.032521287	0.005481823	0.19057377	0.012552301
MYBL1	0.633996212	2.267850799	0.00553224	0.004098361	0.038641686	0.025199185	0.013845467	0.00153737	1.826312752	0.06352459	0.008368201
MYBL2	0.120028409	0.040142096	0.020888974	0	0.107728337	0.00432339	0.041983028	0.010406812	0.006058857	6.768442623	0.133891213
MYC	25.835464015	1.780461812	0.010110645	0.081967213	10.772833724	0.323574826	2.0415364	0.002483444	0.437680323	0.856557377	0.10460251
MYL9	0.09682765	0.14813499	0.20545593	0.01844262	0.0971897	0.30461367	0.08351943	0.14557711	0.13646855	0.26844262	45.42677824
MYLIP	4.83380682	3.47957371	0.82869134	0.07991803	2.52459016	0.97517139	2.00535954	0.49952696	2.07703405	0.64959016	0.15481172
MYO15B	0.81676136	0.31225577	0.01507058	0.44057377	0.42974239	2.60249521	1.24653863	0.16780984	0.31246394	0.04098361	0.0251046
MYOF	0.002840909	0.009236234	0.00305227	0.18442623	0.00234192	1.422271632	0.002679768	0.004730369	0.008655511	0.024590164	0
MYOM2	0.457386364	0.35062167	0.006962991	0.010245902	0.010538642	0.010129084	0.317999107	0.001064333	1.353433353	0.022540984	0.016736402
MZB1	0.1328125	0.25541741	0.07125143	0	3.50936768	0.02248163	9.48191157	0.01679281	0.13012118	55.03893443	0.0460251
MZT2A	6.53125	2.93889876	0.04177795	0.17008197	1.49882904	0.61484775	1.36310853	0.06102176	0.71234853	3.62295082	0.25941423
NAA15	6.80752841	2.61705151	0.18885921	0.08196721	2.76346604	0.46383793	1.5542653	0.0269631	1.56693595	1.81352459	0.10460251
NAAA	11.031723485	2.48348135	0.008775277	0.805327869	3.304449649	2.979803595	2.224207235	0.022587512	0.91373341	0.514344262	0.020920502
NAMPT	2.8499053	1.1001776	0.1224723	0.3135246	1.236534	5.8632574	0.5002233	13.6926443	0.5020196	1.7397541	0.5899582
NAP1L2	0.1205018939	0.0539964476	0.0004769172	0	0.0117096019	0.0004941017	0.0031263957	0	0.0193306405	0.018442623	0
NAP1L4	19.77840909	3.37833037	3.02107974	0.16188525	2.6206089	0.80810327	1.12192943	0.08810312	2.5389498	3.74385246	7.958159
NAPSB	0.008285985	0.009236234	0.006772224	0.129098361	27.982435597	0.734049781	6.108977222	0.001419111	0.014714368	0.030737705	0.0041841
NBDY	11.688210227	3.265719361	0.012304464	0.168032787	4.611241218	0.354950281	5.100937919	0.002838221	1.169359492	0.68442623	0.351464435
NBPF14	0.375	0.35488455	0.01354445	0.56147541	2.58899297	0.76869866	0.49799017	0.24763482	0.2458165	0.17622951	0.83263598
NCAM1	0.046164773	0.870692718	0.004006105	0.030737705	0.007025761	0.126551788	0.00446628	0.001419111	1.382285055	0.016393443	0.0041841
NCF1	0.183475379	0.040497336	0.009061427	0.463114754	9.2529274	1.094126366	8.67396159	0.828287606	0.022504328	0.770491803	0.041841004
NCF1B	0.296164773	0.042984014	0.005246089	0.108606557	5.091334895	0.673213514	3.209021885	0.410596026	0.016156953	0.375	0.008368201
NCF4	2.85677083	0.8071048	0.07344525	0.40778689	6.36885246	1.67790748	2.36087539	2.69512772	0.07732256	1.13319672	0.18410042
NCK2	6.31723485	1.42735346	0.03309805	0.05122951	1.96135831	0.3411772	3.78249218	0.22835856	2.29140219	0.3545082	113.46861925
NCOA7	2.38754735	1.56589698	0.04521175	0.13114754	1.54918033	0.61324192	0.59222867	0.27589877	1.4221004	0.68032787	0.49790795
NCR1	0.0009469697	0.5012433393	0.0012399847	0	0.0023419204	0.0037675252	0.0031263957	0.0128902554	1.0854010387	0.0040983607	0
NCR3	1.211647727	2.248312611	0.016501335	0	2.56088993	0.007843864	0.809289862	0.001182592	2.074148875	0.047131148	0.025104603
NDST1	0.004024621	0.007104796	0.005055322	0.084016393	0.504683841	0.221728121	0.005359536	0.067407758	0.00778996	0.151639344	7.782426778
NDUFS5	21.897964	6.1793961	0.1035864	1.8709016	1.9203747	6.1398925	2.1670389	0.2310785	2.2902481	10.9467213	31.9121339
NECTIN2	0.0033143939	0.0024866785	0.0033384205	0.0635245902	0	0.3477240442	0.0008932559	0.0425733207	0.0025966532	0.0102459016	0.2133891213
NELL2	2.9438920455	0.790053286	0.0014307516	0	0.0035128806	0.0030263727	0	0.0003547777	0.0077899596	0.0020491803	0
NFATC2	0.739820076	0.910834813	0.006199924	0	0.31381733	0.00957322	0.511835641	0.002483444	1.254183497	0.290983607	0.050209205
NFE2	0.19981061	0.0312611	3.85768791	0.38934426	0.0234192	1.29578161	0.01875837	1.34389782	0.03779573	0.12909836	11.70711297
NFE4	0.003314394	0.009591474	0.004769172	0.00204918	0.009367681	0.018837626	0.00223314	0.471263009	0.004616272	0.022540984	0.033472803
NFIA	0.70738636	0.3321492	0.56085464	0.14754098	0.01405152	1.18115002	0.07235373	0.03878903	0.0660704	0.03688525	0.0209205
NIBAN1	4.26112689	4.79040853	0.04311332	0.28278689	0.57142857	1.25180656	0.02545779	4.12204352	1.34852856	1.49385246	0.22175732
NIBAN3	0.09469697	0.006394316	0.004864556	0.006147541	4.360655738	0.015564202	6.656096472	0.004848628	0.006635892	0.030737705	0
NINJ1	7.19081439	2.28987567	0.03433804	0.36065574	0.02459016	1.84546971	0.02009826	0.7018685	1.62665897	0.32581967	0.17573222
NKG7	7.0272254	62.079929	0.3212514	0.727459	0.2236534	2.2007906	0.1442608	0.2928098	46.0484709	0.9036885	0.2594142
NLRC3	1.383285985	0.932149201	0.004483022	0	2.18852459	0.006546847	0.091112104	0.002483444	0.770051933	0.118852459	0.012552301
